t,target,theta,err,tau
1.9299999999999808,0.7853981633974483,0.504457392715301,0.27893984600194477,3.0
1.9349999999999807,0.7853981633974483,0.5025233952966031,0.2809407706821473,3.0
1.9399999999999806,0.7853981633974483,0.500657022189676,0.2828747681008452,3.0
1.9449999999999805,0.7853981633974483,0.4988589408350625,0.2847411412077723,3.0
1.9499999999999804,0.7853981633974483,0.49712978874321934,0.2865392225623858,3.0
1.9549999999999803,0.7853981633974483,0.4954701731904316,0.28826837465422894,3.0
1.9599999999999802,0.7853981633974483,0.49388067093122284,0.2899279902070167,3.0
1.96499999999998,0.7853981633974483,0.4923618279274677,0.29151749246622544,3.0
1.96999999999998,0.7853981633974483,0.4909141590943984,0.2930363354699806,3.0
1.9749999999999799,0.7853981633974483,0.48953814806368445,0.2944840043030499,3.0
1.9799999999999798,0.7853981633974483,0.4882342469637488,0.2958600153337638,3.0
1.9849999999999797,0.7853981633974483,0.48700287621747085,0.2971639164336995,3.0
1.9899999999999796,0.7853981633974483,0.4858444243574127,0.29839528717997743,3.0
1.9949999999999795,0.7853981633974483,0.48475924785868985,0.29955373904003557,3.0
1.9999999999999793,0.7853981633974483,0.48374767098959504,0.30063891553875843,3.0
2.0049999999999795,0.7853981633974483,0.4828099856800684,0.30165049240785324,3.0
2.0099999999999794,0.7853981633974483,0.48194645140809395,0.3025881777173799,3.0
2.0149999999999793,0.7853981633974483,0.481157295104088,0.30345171198935433,3.0
2.019999999999979,0.7853981633974483,0.4804427110733311,0.3042408682933603,3.0
2.024999999999979,0.7853981633974483,0.4798028609364817,0.3049554523241172,3.0
2.029999999999979,0.7853981633974483,0.4792378735881952,0.30559530246096656,3.0
2.034999999999979,0.7853981633974483,0.478747845173858,0.3061602898092531,3.0
2.0399999999999787,0.7853981633974483,0.47833283908443425,0.3066503182235903,3.0
2.0449999999999786,0.7853981633974483,0.4779928859694066,0.30706532431301403,3.0
2.0499999999999785,0.7853981633974483,0.477727983767781,0.3074052774280417,3.0
2.0549999999999784,0.7853981633974483,0.4775380977571108,0.3076701796296673,3.0
2.0599999999999783,0.7853981633974483,0.4774231606204831,0.30786006564033747,3.0
2.064999999999978,0.7853981633974483,0.47738307253139534,0.30797500277696516,3.0
2.069999999999978,0.7853981633974483,0.4774177012564388,0.30801509086605294,3.0
2.074999999999978,0.7853981633974483,0.4775268822756917,0.3079804621410095,3.0
2.079999999999978,0.7853981633974483,0.4777104189207115,0.3078712811217566,3.0
2.0849999999999778,0.7853981633974483,0.47796808253000345,0.3076877444767368,3.0
2.0899999999999777,0.7853981633974483,0.4782996126218299,0.30743008086744483,3.0
2.0949999999999775,0.7853981633974483,0.478704717084212,0.3070985507756184,3.0
2.0999999999999774,0.7853981633974483,0.47918307238196284,0.3066934463132363,3.0
2.1049999999999773,0.7853981633974483,0.4797343237805798,0.30621509101548544,3.0
2.1099999999999772,0.7853981633974483,0.48035808558680976,0.3056638396168685,3.0
2.114999999999977,0.7853981633974483,0.4810539414056914,0.3050400778106385,3.0
2.119999999999977,0.7853981633974483,0.4818214444138644,0.30434422199175687,3.0
2.124999999999977,0.7853981633974483,0.48266011764892525,0.3035767189835839,3.0
2.129999999999977,0.7853981633974483,0.48356945431459825,0.30273804574852303,3.0
2.1349999999999767,0.7853981633974483,0.4845489181014763,0.30182870908285003,3.0
2.1399999999999766,0.7853981633974483,0.48559794352307895,0.30084924529597196,3.0
2.1449999999999765,0.7853981633974483,0.4867159362669599,0.29980021987436933,3.0
2.1499999999999764,0.7853981633974483,0.48790227356058935,0.29868222713048836,3.0
2.1549999999999763,0.7853981633974483,0.4891563045517223,0.29749588983685893,3.0
2.159999999999976,0.7853981633974483,0.4904773507029573,0.29624185884572596,3.0
2.164999999999976,0.7853981633974483,0.49186470620017575,0.294920812694491,3.0
2.169999999999976,0.7853981633974483,0.49331763837454684,0.29353345719727253,3.0
2.174999999999976,0.7853981633974483,0.49483538813776856,0.29208052502290144,3.0
2.1799999999999757,0.7853981633974483,0.4964171704302097,0.2905627752596797,3.0
2.1849999999999756,0.7853981633974483,0.4980621746816067,0.28898099296723856,3.0
2.1899999999999755,0.7853981633974483,0.49976956528396,0.2873359887158416,3.0
2.1949999999999754,0.7853981633974483,0.5015384820762679,0.2856285981134883,3.0
2.1999999999999753,0.7853981633974483,0.5033680408407252,0.28385968132118033,3.0
2.204999999999975,0.7853981633974483,0.5052573338100074,0.2820301225567231,3.0
2.209999999999975,0.7853981633974483,0.5072054301852534,0.2801408295874409,3.0
2.214999999999975,0.7853981633974483,0.5092113766643525,0.27819273321219484,3.0
2.219999999999975,0.7853981633974483,0.5112741979801315,0.2761867867330958,3.0
2.2249999999999748,0.7853981633974483,0.5133928974480383,0.27412396541731676,3.0
2.2299999999999747,0.7853981633974483,0.5155664575229021,0.27200526594941,3.0
2.2349999999999746,0.7853981633974483,0.5177938403643534,0.2698317058745462,3.0
2.2399999999999745,0.7853981633974483,0.5200739884104765,0.2676043230330949,3.0
2.2449999999999743,0.7853981633974483,0.5224058249592626,0.2653241749869718,3.0
2.2499999999999742,0.7853981633974483,0.524788254757429,0.2629923384381857,3.0
2.254999999999974,0.7853981633974483,0.5272201645961629,0.2606099086400193,3.0
2.259999999999974,0.7853981633974483,0.5297004239133473,0.25817799880128534,3.0
2.264999999999974,0.7853981633974483,0.5322278854018185,0.255697739484101,3.0
2.269999999999974,0.7853981633974483,0.5348013856232099,0.25317027799562974,3.0
2.2749999999999737,0.7853981633974483,0.5374197456269231,0.2505967777742384,3.0
2.2799999999999736,0.7853981633974483,0.5400817715737768,0.2479784177705252,3.0
2.2849999999999735,0.7853981633974483,0.5427862553638736,0.2453163918236715,3.0
2.2899999999999734,0.7853981633974483,0.5455319752682284,0.24261190803357469,3.0
2.2949999999999733,0.7853981633974483,0.548317696563701,0.2398661881292199,3.0
2.299999999999973,0.7853981633974483,0.5511421721707734,0.23708046683374728,3.0
2.304999999999973,0.7853981633974483,0.554004143293716,0.23425599122667484,3.0
2.309999999999973,0.7853981633974483,0.5569023400626839,0.23139402010373233,3.0
2.314999999999973,0.7853981633974483,0.5598354821772912,0.22849582333476437,3.0
2.3199999999999728,0.7853981633974483,0.5628022795512064,0.2255626812201571,3.0
2.3249999999999726,0.7853981633974483,0.5657997252146045,0.22259588384624185,2.9829225728237976
2.3299999999999725,0.7853981633974483,0.568821651619521,0.21959843818284375,2.9342830931348796
2.3349999999999724,0.7853981633974483,0.5718619330880055,0.21657651177792725,2.8860165080789244
2.3399999999999723,0.7853981633974483,0.5749144970109574,0.2135362303094428,2.838209678423511
2.344999999999972,0.7853981633974483,0.5779733347697799,0.21048366638649085,2.790947325043123
2.349999999999972,0.7853981633974483,0.5810325123635988,0.20742482862766842,2.744311898356332
2.354999999999972,0.7853981633974483,0.5840861807257557,0.20436565103384952,2.698383454249478
2.359999999999972,0.7853981633974483,0.5871285857142513,0.2013119826716926,2.6532395366165633
2.364999999999972,0.7853981633974483,0.5901540777618041,0.19826957768319697,2.608955066628487
2.3699999999999717,0.7853981633974483,0.5931571211721854,0.19524408563564422,2.565602238828327
2.3749999999999716,0.7853981633974483,0.5961323030504948,0.19224104222526284,2.523250424133179
2.3799999999999715,0.7853981633974483,0.5990743418560472,0.18926586034695347,2.481966079807183
2.3849999999999714,0.7853981633974483,0.6019780955675544,0.18632382154140104,2.4418126664547186
2.3899999999999713,0.7853981633974483,0.6048385694512847,0.18342006782989384,2.4028505720675506
2.394999999999971,0.7853981633974483,0.607650923423893,0.1805595939461636,2.365137043144823
2.399999999999971,0.7853981633974483,0.6104104790026031,0.17774723997355524,2.3287261228903247
2.404999999999971,0.7853981633974483,0.61311272583641,0.17498768439484513,2.29366859647746
2.409999999999971,0.7853981633974483,0.6157533278129423,0.1722854375610383,2.2600119433587587
2.4149999999999707,0.7853981633974483,0.618328128736584,0.16964483558450594,2.2278002965836983
2.4199999999999706,0.7853981633974483,0.6208331575743895,0.16707003466086423,2.197074409075964
2.4249999999999705,0.7853981633974483,0.6232646332672561,0.16456500582305877,2.167871626809233
2.4299999999999704,0.7853981633974483,0.6256189691047137,0.16213353013019216,2.140225868808895
2.4349999999999703,0.7853981633974483,0.6278927766625733,0.15977919429273457,2.1141676138961083
2.43999999999997,0.7853981633974483,0.6300828693035324,0.15750538673487502,2.0897238940799823
2.44499999999997,0.7853981633974483,0.6321862652416687,0.15531529409391587,2.066918294493636
2.44999999999997,0.7853981633974483,0.6342001901725556,0.15321189815577962,2.0457709597603464
2.45499999999997,0.7853981633974483,0.63612207947152,0.1511979732248927,2.026298606666959
2.4599999999999698,0.7853981633974483,0.6379495799633088,0.14927608392592828,2.0085145430131925
2.4649999999999697,0.7853981633974483,0.6396805512671607,0.14744858343413947,1.9924286924974401
2.4699999999999696,0.7853981633974483,0.6413130667219761,0.14571761213028755,1.9780476254920834
2.4749999999999694,0.7853981633974483,0.6428454138969454,0.1440850966754722,1.9653745955542392
2.4799999999999693,0.7853981633974483,0.6442760946936399,0.1425527495005029,1.9544095815112235
2.4849999999999692,0.7853981633974483,0.6456038250461782,0.1411220687038084,1.9451493349537914
2.489999999999969,0.7853981633974483,0.6468275342266694,0.1397943383512701,1.9375874329644514
2.494999999999969,0.7853981633974483,0.6479463637636859,0.1385706291707789,1.9317143359027436
2.499999999999969,0.7853981633974483,0.6489596659820512,0.13745179963376242,1.9275174500644614
2.504999999999969,0.7853981633974483,0.6498670021727264,0.13643849741539704,1.9249811950271163
2.5099999999999687,0.7853981633974483,0.6506681404020532,0.13553116122472186,1.9240870754898078
2.5149999999999686,0.7853981633974483,0.6513630529700607,0.13473002299539505,1.924813757411711
2.5199999999999685,0.7853981633974483,0.6519519135279622,0.13403511042738758,1.9271371482499167
2.5249999999999684,0.7853981633974483,0.6524350938653665,0.13344624986948606,1.9310304810941101
2.5299999999999683,0.7853981633974483,0.6528131603780972,0.1329630695320818,1.936464402492724
2.534999999999968,0.7853981633974483,0.6530868702278642,0.13258500301935106,1.9434070637625749
2.539999999999968,0.7853981633974483,0.6532571672053485,0.13231129316958412,1.951824215571734
2.544999999999968,0.7853981633974483,0.6533251773085701,0.13214099619209974,1.9616793055833723
