regime,trial,mass,length,damping,gravity,final_theta_deg,peak_torque,success
mild_dr,188,1.1431,0.457,0.1842,9.7095,44.658,8.0,1
mild_dr,189,1.0789,0.4613,0.1395,9.5957,45.103,8.0,1
mild_dr,190,1.029,0.4512,0.1383,9.4135,45.737,8.0,1
mild_dr,191,0.9192,0.5224,0.1903,9.7011,45.365,8.0,1
mild_dr,192,0.9463,0.4519,0.0858,9.8354,45.928,8.0,1
mild_dr,193,0.8724,0.5469,0.1824,9.3708,45.512,8.0,1
mild_dr,194,0.8036,0.4687,0.1773,9.7892,46.626,8.0,1
mild_dr,195,1.0171,0.4825,0.1874,10.0603,44.878,8.0,1
mild_dr,196,0.8984,0.4898,0.0918,9.7931,45.819,8.0,1
mild_dr,197,1.0648,0.5091,0.1692,10.1309,44.251,8.0,1
mild_dr,198,0.894,0.5186,0.0755,9.4233,45.81,8.0,1
mild_dr,199,1.0456,0.5168,0.1732,9.8498,44.256,8.0,1
aggressive_dr,0,1.3666,0.5179,0.1672,9.9941,41.91,8.0,0
aggressive_dr,1,0.9939,0.4096,0.2674,10.1414,46.389,8.0,1
aggressive_dr,2,1.249,0.4338,0.2092,9.4166,45.133,8.0,1
aggressive_dr,3,1.3584,0.4256,0.2833,10.0005,44.076,8.0,0
aggressive_dr,4,0.7754,0.5653,0.2805,10.0528,45.879,8.0,1
aggressive_dr,5,1.2875,0.5354,0.2791,9.9422,42.599,8.0,0
aggressive_dr,6,0.7097,0.4252,0.1388,9.5917,47.8,8.0,0
aggressive_dr,7,1.1362,0.5728,0.111,10.189,43.046,8.0,0
aggressive_dr,8,1.3929,0.4303,0.0374,9.6925,43.106,8.0,1
aggressive_dr,9,1.3035,0.4249,0.2562,10.3608,44.469,8.0,1
aggressive_dr,10,1.1914,0.5036,0.2194,10.0711,44.115,8.0,1
aggressive_dr,11,0.6918,0.4769,0.207,9.0999,47.425,8.0,0
aggressive_dr,12,0.6985,0.482,0.0974,10.3169,47.007,8.0,0
aggressive_dr,13,1.1617,0.492,0.0691,10.6575,44.232,8.0,0
aggressive_dr,14,0.7282,0.5368,0.2044,9.3442,46.3,8.0,0
aggressive_dr,15,1.0742,0.5031,0.2376,9.0382,44.734,8.0,1
aggressive_dr,16,1.2136,0.4346,0.1026,9.9009,43.819,8.0,1
aggressive_dr,17,1.2266,0.5658,0.0439,9.5381,42.559,8.0,0
aggressive_dr,18,0.6873,0.5851,0.2361,9.7709,47.102,8.0,0
aggressive_dr,19,1.3017,0.4759,0.2377,10.5984,42.662,8.0,0
aggressive_dr,20,0.9163,0.4561,0.2446,10.6086,45.155,8.0,1
aggressive_dr,21,0.9612,0.47,0.2525,9.5196,45.747,8.0,1
aggressive_dr,22,1.1736,0.5594,0.1848,10.1652,42.422,8.0,0
aggressive_dr,23,1.181,0.4549,0.1995,10.0031,44.189,8.0,1
aggressive_dr,24,1.384,0.427,0.0257,10.1717,42.96,8.0,0
aggressive_dr,25,0.6851,0.5204,0.2237,9.4022,46.071,8.0,0
aggressive_dr,26,1.1845,0.5144,0.2414,9.7057,43.746,8.0,0
aggressive_dr,27,0.9941,0.4805,0.1395,9.0892,45.614,8.0,1
aggressive_dr,28,1.2184,0.5876,0.1093,10.6764,41.823,8.0,0
aggressive_dr,29,1.2921,0.5364,0.2098,10.4219,42.582,8.0,0
aggressive_dr,30,1.28,0.4459,0.2272,10.4169,44.212,8.0,1
aggressive_dr,31,1.1156,0.4121,0.2301,9.7068,46.004,8.0,1
aggressive_dr,32,0.7227,0.4075,0.27,9.9447,47.696,8.0,0
aggressive_dr,33,1.0166,0.4487,0.2951,10.7815,44.792,8.0,1
aggressive_dr,34,1.2532,0.5185,0.0431,10.0618,42.244,8.0,0
aggressive_dr,35,0.7082,0.5675,0.234,8.9086,46.399,8.0,0
aggressive_dr,36,0.6442,0.4281,0.284,9.687,48.224,8.0,0
aggressive_dr,37,0.7705,0.5514,0.2671,10.0519,45.658,8.0,1
aggressive_dr,38,0.9533,0.5079,0.269,10.7488,44.695,8.0,1
aggressive_dr,39,0.8189,0.5955,0.1915,9.992,45.456,8.0,1
aggressive_dr,40,1.295,0.5998,0.056,9.1433,42.76,8.0,0
aggressive_dr,41,0.9821,0.4999,0.0919,9.0107,45.631,8.0,1
aggressive_dr,42,0.892,0.4024,0.1242,9.2506,47.256,8.0,0
aggressive_dr,43,0.728,0.4823,0.2213,9.7784,46.785,8.0,0
aggressive_dr,44,0.9565,0.4599,0.2308,10.1821,46.23,8.0,1
aggressive_dr,45,1.0109,0.5818,0.1278,9.5165,43.92,8.0,1
aggressive_dr,46,0.6704,0.4683,0.2237,9.2109,47.678,8.0,0
aggressive_dr,47,0.6937,0.4926,0.1096,10.5505,46.648,8.0,0
aggressive_dr,48,0.801,0.4285,0.1527,10.0039,47.279,8.0,0
aggressive_dr,49,1.2481,0.529,0.1592,9.9379,43.384,8.0,0
aggressive_dr,50,0.7341,0.454,0.0219,10.6558,46.822,8.0,0
aggressive_dr,51,1.1068,0.5796,0.0329,9.8194,43.102,8.0,0
aggressive_dr,52,1.3746,0.4723,0.2093,10.2984,42.569,8.0,0
aggressive_dr,53,1.1314,0.508,0.0492,9.4439,44.568,8.0,1
aggressive_dr,54,0.9823,0.4697,0.1238,9.059,46.107,8.0,1
aggressive_dr,55,1.3461,0.4057,0.1243,9.3437,45.173,8.0,1
aggressive_dr,56,1.0744,0.4437,0.2247,8.9536,45.955,8.0,1
aggressive_dr,57,1.235,0.515,0.1009,9.5781,43.585,8.0,0
aggressive_dr,58,1.3427,0.4075,0.1345,10.4298,43.606,8.0,0
aggressive_dr,59,0.7435,0.508,0.2208,8.9412,46.987,8.0,0
aggressive_dr,60,0.9386,0.4327,0.0492,9.6097,46.178,8.0,1
aggressive_dr,61,0.9591,0.4718,0.151,10.238,45.07,8.0,1
aggressive_dr,62,1.1027,0.4433,0.2593,10.6487,44.864,8.0,1
aggressive_dr,63,1.0427,0.567,0.0611,9.4776,43.865,8.0,1
aggressive_dr,64,0.9826,0.4037,0.2748,10.5085,46.546,8.0,1
aggressive_dr,65,0.8605,0.5281,0.1965,10.3405,45.055,8.0,1
aggressive_dr,66,1.2995,0.5979,0.1026,10.7166,40.385,8.0,0
aggressive_dr,67,0.8618,0.5416,0.1512,9.3192,45.177,8.0,1
aggressive_dr,68,0.8497,0.5252,0.0956,9.0101,45.705,8.0,0
aggressive_dr,69,0.868,0.4593,0.2723,9.83,46.316,8.0,1
aggressive_dr,70,0.9411,0.4823,0.2312,9.6311,46.337,8.0,1
aggressive_dr,71,1.1667,0.4241,0.1334,9.8898,45.009,8.0,1
aggressive_dr,72,0.8871,0.4175,0.2133,9.1904,47.386,8.0,0
aggressive_dr,73,0.9283,0.4321,0.1236,9.5461,46.096,8.0,1
aggressive_dr,74,0.7988,0.4075,0.2777,10.7768,47.266,8.0,0
aggressive_dr,75,1.3868,0.5114,0.1184,10.5847,41.804,8.0,0
aggressive_dr,76,0.8896,0.5882,0.1865,10.5674,44.038,8.0,1
aggressive_dr,77,1.1676,0.443,0.0994,9.0855,45.138,8.0,1
aggressive_dr,78,1.2443,0.4078,0.2015,9.9324,45.582,8.0,1
aggressive_dr,79,1.2452,0.4117,0.0328,10.1452,45.263,8.0,1
aggressive_dr,80,0.7559,0.4675,0.0709,10.4123,46.298,8.0,0
aggressive_dr,81,1.1312,0.465,0.0816,10.5365,44.157,8.0,1
aggressive_dr,82,0.8632,0.515,0.2979,9.0946,46.521,8.0,0
aggressive_dr,83,1.3342,0.4689,0.1485,9.7294,43.176,8.0,0
aggressive_dr,84,1.3442,0.5612,0.0353,8.9174,42.533,8.0,0
aggressive_dr,85,1.149,0.4399,0.0704,9.5443,44.862,8.0,1
aggressive_dr,86,1.1808,0.5186,0.1039,8.8447,43.801,8.0,1
aggressive_dr,87,0.8343,0.4152,0.1055,9.2687,46.618,8.0,0
aggressive_dr,88,1.1163,0.4454,0.2721,10.7161,44.519,8.0,1
aggressive_dr,89,1.1641,0.5409,0.1233,10.1813,42.919,8.0,0
aggressive_dr,90,1.033,0.5068,0.0507,9.6804,44.818,8.0,1
aggressive_dr,91,1.3395,0.4366,0.0586,10.2436,43.579,8.0,0
aggressive_dr,92,0.6504,0.558,0.0281,10.6307,46.891,8.0,0
aggressive_dr,93,1.102,0.4852,0.1095,9.1732,44.898,8.0,1
aggressive_dr,94,1.0314,0.4267,0.2615,10.5232,45.452,8.0,1
aggressive_dr,95,0.8097,0.4219,0.1311,10.7871,46.944,8.0,0
aggressive_dr,96,1.2333,0.5189,0.2383,10.3699,43.116,8.0,0
aggressive_dr,97,1.3217,0.5133,0.0895,8.9682,43.48,8.0,0
aggressive_dr,98,0.6025,0.4008,0.2268,9.3642,48.273,8.0,0
aggressive_dr,99,0.9076,0.4755,0.2389,9.6117,46.586,8.0,1
aggressive_dr,100,0.6166,0.4436,0.1803,9.6072,48.154,8.0,0
aggressive_dr,101,0.9481,0.5515,0.2912,9.2332,45.23,8.0,1
aggressive_dr,102,1.2146,0.5399,0.0919,9.7896,42.593,8.0,0
aggressive_dr,103,1.1271,0.4595,0.2888,9.5645,45.036,8.0,1
aggressive_dr,104,1.2752,0.4827,0.2822,9.2789,44.395,8.0,1
aggressive_dr,105,1.1654,0.5295,0.0969,10.2642,42.726,8.0,0
aggressive_dr,106,1.0054,0.5831,0.1797,10.0495,43.681,8.0,0
aggressive_dr,107,0.7106,0.4407,0.2565,10.5639,46.868,8.0,0
aggressive_dr,108,1.0531,0.5092,0.1462,10.205,44.095,8.0,1
aggressive_dr,109,0.713,0.5979,0.1311,9.2605,46.236,8.0,1
aggressive_dr,110,0.928,0.4408,0.1142,9.1937,46.596,8.0,0
aggressive_dr,111,0.6982,0.5678,0.1572,10.2604,46.743,8.0,1
aggressive_dr,112,0.967,0.4426,0.2073,10.5974,45.605,8.0,1
aggressive_dr,113,0.9301,0.5571,0.1704,10.3172,43.735,8.0,1
aggressive_dr,114,1.0865,0.4217,0.1772,10.1745,46.204,8.0,1
aggressive_dr,115,1.0756,0.5803,0.2146,9.0423,43.86,8.0,1
aggressive_dr,116,1.1184,0.5179,0.2065,9.8997,43.908,8.0,1
aggressive_dr,117,0.9147,0.4987,0.0799,9.7771,45.748,8.0,1
aggressive_dr,118,0.8017,0.5371,0.1336,9.3751,45.861,8.0,1
aggressive_dr,119,0.9067,0.4669,0.1483,8.8704,46.657,8.0,0
aggressive_dr,120,0.6508,0.4492,0.2338,9.1768,47.835,8.0,0
aggressive_dr,121,1.1389,0.5559,0.1457,10.2743,43.603,8.0,0
aggressive_dr,122,1.0958,0.5594,0.032,10.1,42.574,8.0,0
aggressive_dr,123,0.9343,0.4361,0.1696,10.6076,46.416,8.0,1
aggressive_dr,124,1.2346,0.5882,0.1388,10.5229,41.427,8.0,0
aggressive_dr,125,0.7275,0.4545,0.1667,9.3914,47.975,8.0,0
aggressive_dr,126,1.3591,0.5958,0.2428,9.2433,42.278,8.0,0
aggressive_dr,127,0.9162,0.5299,0.1785,9.2874,45.183,8.0,1
aggressive_dr,128,1.1268,0.4976,0.2753,8.9635,45.01,8.0,1
aggressive_dr,129,0.7097,0.4468,0.0942,10.7706,47.199,8.0,0
aggressive_dr,130,0.6983,0.5639,0.19,10.46,45.773,8.0,1
aggressive_dr,131,0.6538,0.5619,0.1094,10.484,46.571,8.0,0
aggressive_dr,132,1.324,0.5608,0.2805,10.1064,41.12,8.0,0
aggressive_dr,133,1.1892,0.5338,0.2057,9.222,43.996,8.0,1
aggressive_dr,134,0.7127,0.4472,0.2548,10.1234,46.765,8.0,0
aggressive_dr,135,1.3612,0.4642,0.1369,9.3839,43.568,8.0,0
aggressive_dr,136,1.1446,0.4018,0.2412,10.4013,44.696,8.0,1
aggressive_dr,137,1.3845,0.5359,0.0368,9.1458,42.532,8.0,0
aggressive_dr,138,1.2968,0.4469,0.0354,9.3793,43.678,8.0,1
aggressive_dr,139,0.878,0.5232,0.1587,8.8733,46.442,8.0,1
aggressive_dr,140,0.6109,0.4047,0.1054,9.2443,49.237,8.0,0
aggressive_dr,141,1.2712,0.5746,0.1022,10.5088,41.36,8.0,0
aggressive_dr,142,1.0149,0.5071,0.0317,10.5678,44.528,8.0,1
aggressive_dr,143,0.9011,0.4671,0.1648,9.9154,46.096,8.0,1
aggressive_dr,144,1.2305,0.5573,0.1161,10.0788,42.387,8.0,0
aggressive_dr,145,1.2309,0.4061,0.136,10.59,44.962,8.0,1
aggressive_dr,146,1.2464,0.5073,0.1081,9.7196,43.323,8.0,0
aggressive_dr,147,0.7356,0.5079,0.2081,9.3435,46.546,8.0,0
aggressive_dr,148,0.7391,0.4288,0.1809,9.8451,46.959,8.0,0
aggressive_dr,149,1.0391,0.5626,0.0849,8.912,44.747,8.0,1
aggressive_dr,150,0.7685,0.4991,0.0914,9.2183,46.396,8.0,0
aggressive_dr,151,1.3364,0.5809,0.0771,9.3179,42.64,8.0,0
aggressive_dr,152,0.6277,0.4851,0.1681,9.2319,47.521,8.0,0
aggressive_dr,153,0.667,0.4195,0.1924,10.092,46.918,8.0,0
aggressive_dr,154,0.6679,0.4161,0.2699,10.2605,48.307,8.0,0
aggressive_dr,155,1.0008,0.4875,0.076,9.2387,46.443,8.0,1
aggressive_dr,156,0.8138,0.5489,0.1977,9.1685,46.359,8.0,1
aggressive_dr,157,0.8367,0.518,0.2571,9.658,46.811,8.0,1
aggressive_dr,158,0.6202,0.5989,0.0896,10.3272,47.184,8.0,0
aggressive_dr,159,1.3573,0.5891,0.1693,10.3405,40.257,8.0,0
aggressive_dr,160,1.3799,0.5304,0.0704,9.1747,43.057,8.0,0
aggressive_dr,161,0.7967,0.5101,0.2225,10.0663,45.457,8.0,0
aggressive_dr,162,0.6437,0.4081,0.1672,10.4018,48.186,8.0,0
aggressive_dr,163,0.8909,0.5035,0.1922,9.5247,45.515,8.0,1
aggressive_dr,164,1.1243,0.5151,0.1378,9.5602,43.502,8.0,1
aggressive_dr,165,0.6112,0.5009,0.1323,9.8529,47.111,8.0,0
aggressive_dr,166,1.2368,0.4988,0.1485,9.8634,43.64,8.0,0
aggressive_dr,167,0.6559,0.5107,0.1729,10.7262,46.969,8.0,0
aggressive_dr,168,1.3207,0.5848,0.0425,10.4253,41.214,8.0,0
aggressive_dr,169,1.1715,0.5221,0.0616,8.9572,44.127,8.0,1
aggressive_dr,170,0.915,0.4509,0.1121,10.0075,45.906,8.0,1
aggressive_dr,171,0.9151,0.4616,0.2099,9.2962,46.899,8.0,0
aggressive_dr,172,1.0082,0.5721,0.0879,10.2945,43.919,8.0,1
aggressive_dr,173,0.7681,0.4398,0.0603,9.0007,46.901,8.0,0
aggressive_dr,174,1.0953,0.5368,0.1143,10.6777,43.272,8.0,0
aggressive_dr,175,1.09,0.5596,0.2634,10.0833,43.56,8.0,0
aggressive_dr,176,0.8448,0.5348,0.2718,9.1137,45.844,8.0,1
aggressive_dr,177,1.3989,0.4262,0.0304,9.5701,43.927,8.0,1
aggressive_dr,178,1.1412,0.4076,0.2331,10.1654,45.439,8.0,1
aggressive_dr,179,0.6368,0.4786,0.0572,9.2488,47.507,8.0,0
aggressive_dr,180,1.1506,0.4287,0.2993,9.4215,45.361,8.0,1
aggressive_dr,181,0.8117,0.5361,0.1906,10.1763,45.264,8.0,1
aggressive_dr,182,0.687,0.5665,0.1208,9.0557,47.237,8.0,0
aggressive_dr,183,0.9209,0.5467,0.1687,10.3474,44.689,8.0,1
aggressive_dr,184,0.6839,0.4913,0.1796,10.776,46.693,8.0,0
aggressive_dr,185,0.9546,0.4166,0.0506,10.5837,45.818,8.0,1
aggressive_dr,186,0.6392,0.5607,0.2881,8.9122,47.8,8.0,0
aggressive_dr,187,1.3674,0.4412,0.2072,9.1766,44.018,8.0,1
aggressive_dr,188,0.7268,0.4023,0.1825,10.173,47.7,8.0,0
aggressive_dr,189,0.8838,0.4899,0.189,9.7048,45.98,8.0,1
aggressive_dr,190,1.1439,0.4719,0.2298,10.5625,43.721,8.0,1
aggressive_dr,191,1.1118,0.4541,0.1991,9.5585,45.344,8.0,1
aggressive_dr,192,0.7564,0.5384,0.0643,9.4604,47.361,8.0,0
aggressive_dr,193,0.7878,0.5524,0.2276,9.6376,45.864,8.0,1
aggressive_dr,194,1.2237,0.4168,0.0862,9.6827,45.052,8.0,1
aggressive_dr,195,0.979,0.5133,0.2448,9.4679,45.014,8.0,1
aggressive_dr,196,0.9134,0.5044,0.0458,9.4584,46.17,8.0,1
aggressive_dr,197,0.8788,0.4916,0.2003,9.6536,46.224,8.0,1
aggressive_dr,198,1.2393,0.4296,0.1436,10.5751,43.364,8.0,1
aggressive_dr,199,0.7397,0.548,0.2449,9.0013,47.14,8.0,0
